web_url,headline,snippet,word_count,source,type_of_material,date,id
https://www.nytimes.com/reuters/2019/01/04/world/asia/04reuters-northkorea-kimjongun-coal-analysis.html,Kim's Vision of a Coal-Fueled North Korean Future May Be Tough to Realize,"When North Korean leader Kim Jong Un used his New Year speech to highlight coal as a ""primary front"" in developing the economy, he was making a case for what analysts see as a flawed but key resource on which his country increasingly relies.",958,Reuters,News,2019-01-04,110
https://www.nytimes.com/reuters/2019/01/08/business/08reuters-eurozone-banks-italy-carige-pm.html,Italy Government Support for Carige Is Temporary-PM,"The Italian government's intervention to support troubled lender Carige is a temporary measure, Prime Minister Giuseppe Conte said on Tuesday, adding he expected the bank to recover and seek a merger with a rival.",100,Reuters,News,2019-01-08,111
https://www.nytimes.com/reuters/2019/01/08/business/08reuters-chantiers-m-a-fincantieri.html,Italy PM Surprised by EU Decision on Fincantieri,Italian Prime Minister Giuseppe Conte said on Tuesday he was surprised by the European Commission's decision to open an investigation into Fincantieri's planned acquisition of French counterpart Chantiers de l'Atlantique.,72,Reuters,News,2019-01-08,112
https://www.nytimes.com/2019/01/07/sports/fa-cup-third-round.html,The Fleeting Magic of the F.A. Cup,"The competition’s third round, when the Premier League’s giants join the lower-level dreamers, has been devalued by disinterest. But there’s still joy if you know where to look. ",1480,The New York Times,News,2019-01-07,113
https://www.nytimes.com/2019/01/07/opinion/editorials/trump-border-shutdown.html,Borderline Insanity,President Trump rained cruelties on immigrants and asylum seekers and now wants hundreds of millions of dollars to address the humanitarian crisis he caused.,553,The New York Times,Editorial,2019-01-08,114
https://www.nytimes.com/reuters/2019/01/08/business/08reuters-wework-m-a-softbank.html,WeWork Gets $2 Billion After SoftBank Cuts Planned Investment,WeWork said on Tuesday that Japan's SoftBank boosted its stake in the company by $2 billion (1.6 billion pounds) in a deal that is billions of dollars below what the shared workspace provider had hoped to raise to fund growth and buy out existing ...,407,Reuters,News,2019-01-08,115
https://www.nytimes.com/aponline/2019/01/08/us/ap-us-xgr-kentucky-legislature-the-latest.html,The Latest: Candidate Seated Amid Election Challenge,The Latest on the first day of the Kentucky legislative session (all times local):,265,AP,News,2019-01-08,116
https://www.nytimes.com/reuters/2019/01/08/world/europe/08reuters-usa-trump-russia-lawyer.html,Russian Lawyer at Trump Tower Meeting Charged in Separate Case,A Russian lawyer who attended a June 2016 meeting at Trump Tower under scrutiny in the U.S. special counsel's probe of Russian election meddling was charged in a separate case that U.S. prosecutors said showed evidence of her ties to the Kremlin.,767,Reuters,News,2019-01-08,117
https://www.nytimes.com/reuters/2019/01/08/world/europe/08reuters-britain-eu-article50.html,EU Open but Wary on British Interest in Brexit Delay,"The European Union is looking at how Brexit might be postponed and is open to the idea, with EU officials talking of delays from a few weeks to a full year, but it questions whether any such move can prevent a divided nation crashing out in chaos.",589,Reuters,News,2019-01-08,118
https://www.nytimes.com/aponline/2019/01/08/us/ap-us-child-shot-houston-the-latest.html,The Latest: 2nd Suspect Charged in Houston Girl's Death,The Latest on the fatal shooting of a 7-year-old girl in Houston (all times local):,282,AP,News,2019-01-08,119
https://www.nytimes.com/aponline/2019/01/08/us/ap-us-xgr-slavery-amendment.html,Nebraska Measure Would Ban Slavery as Criminal Punishment,A Nebraska lawmaker wants to close a 143-year-old loophole in the state constitution that allows people to be enslaved as punishment for a crime.,129,AP,News,2019-01-08,120
https://www.nytimes.com/aponline/2019/01/08/nyregion/ap-us-nyc-public-health-care.html,"Mayor Says NYC Will Expand Health Coverage to 600,000 People","New York City will spend up to $100 million per year to expand health care coverage to people without health insurance, including immigrants who are in the U.S. illegally, Mayor Bill de Blasio announced Tuesday.",691,AP,News,2019-01-08,121
https://www.nytimes.com/reuters/2019/01/08/sports/golf/08reuters-golf-masters-imahira.html,Golf-Japan's Imahira Accepts Masters Invitation,Shugo Imahira has accepted a special invitation to compete in this year's U.S. Masters after a brilliant season in which he was the Japan Tour's top money leader.,265,Reuters,News,2019-01-08,122
https://www.nytimes.com/aponline/2019/01/08/us/ap-as-nkorea-kims-travels-train-photo-gallery.html,AP PHOTOS: Rulers Ride the Rails Across History,"We can fly now, of course. But sometimes we don't.",224,AP,News,2019-01-08,123
https://www.nytimes.com/2019/01/05/style/figure-skating-harlem-women-of-color.html,‘When I Skate It Just Feels Free’,Figure Skating in Harlem helps young women of color see themselves on ice.,1230,The New York Times,News,2019-01-05,124
https://www.nytimes.com/2019/01/06/nyregion/the-simpsons-de-blasio-mayor-nyc.html,Why De Blasio Loves ‘The Simpsons’ (and Where He’d Take Homer in New York City),"Before a cameo appearance on “The Simpsons"" on Sunday, the New York City mayor spoke about his love for the show, his channel surfing habits and why he is not bothered when shows he likes air on Fox.",1574,The New York Times,News,2019-01-06,125
https://www.nytimes.com/2019/01/04/obituaries/pegi-young-dead.html,"Pegi Young, 66, Musician Who Started a School for Disabled, Dies","The mother of a child with cerebral palsy, she helped start the Bridge School, whose star-studded benefit concerts included her ex-husband, Neil Young.",908,The New York Times,Obituary (Obit),2019-01-05,126
https://www.nytimes.com/aponline/2019/01/08/us/ap-us-baltimore-police-commissioner.html,Baltimore Mayor Picks New Orleans Chief to Lead Police Force,"A day after her first choice withdrew his candidacy, Baltimore's mayor on Tuesday picked New Orleans Police Superintendent Michael Harrison as her nominee to lead the city's troubled force and become a key player in making sure sweeping reforms fi...",776,AP,News,2019-01-08,127
https://www.nytimes.com/2019/01/03/nyregion/el-chapo-trial-recap.html,"Gore, Graft and More of What We’ve Learned So Far From the El Chapo Trial","The trial of Joaquín Guzmán Loera, the Mexican crime lord known as El Chapo, began in November. Since then, revelations about corruption and cartel life have exceeded expectations.",1330,The New York Times,News,2019-01-03,128
https://www.nytimes.com/aponline/2019/01/06/sports/hockey/ap-hkn-capitals-red-wings.html,Capitals Rally in Third to Edge Red Wings 3-2,"On another fruitless night for their power play, the Washington Capitals needed scoring from some unlikely sources.",602,AP,News,2019-01-07,129
https://www.nytimes.com/aponline/2019/01/06/sports/tennis/ap-ten-atp-cup.html,Sydney Set to Host Finals in Inaugural ATP Cup Team Event,Sydney is set to host the finals of the inaugural ATP Cup men's team competition next January in an overhaul of the Australian swing for men's tennis ahead of the season-opening Grand Slam tournament.,211,AP,News,2019-01-07,130
https://www.nytimes.com/aponline/2019/01/04/us/ap-us-election-2018-north-carolina.html,GOP Candidate: Board Change Limits Chance of New Election,The Republican in the nation's last undecided congressional race says he believes changes to North Carolina's elections board mean a new election is less likely.,134,AP,News,2019-01-05,131
https://www.nytimes.com/reuters/2019/01/04/world/americas/04reuters-usa-shutdown-wall.html,Trump Says He Could Use Emergency Powers to Build Border Wall,"President Donald Trump said on Friday he could use emergency powers to build a wall on the U.S.-Mexico border without Congress' approval, threatening to bypass Democratic lawmakers emboldened by their recent takeover of the House of Representative...",284,Reuters,News,2019-01-04,132
https://www.nytimes.com/aponline/2019/01/04/world/asia/ap-financial-markets.html,"Stocks Swing to Huge Gains After Jobs Report, Trade Talks",Global stocks soared Friday and reversed the big losses they suffered just a day earlier. The Dow Jones Industrial Average rallied 746 points in the latest twist in a wild three months for markets.,974,AP,News,2019-01-04,133
https://www.nytimes.com/2019/01/04/briefing/shutdown-jobs-markets.html,"Shutdown, Jobs, Markets: Your Friday Evening Briefing",Here’s what you need to know at the end of the day.,1278,The New York Times,briefing,2019-01-04,134
https://www.nytimes.com/reuters/2019/01/04/world/asia/04reuters-tuna-auction.html,Tuna Sells for Record $3 Million in Auction at Tokyo's New Fish Market,"The owner of a Japanese sushi restaurant chain on Saturday set a record by paying more than $3 million for a bluefin tuna in the year's first auction at Tokyo's new fish market, exceeding his own record price of 2013. ",246,Reuters,News,2019-01-05,135
https://www.nytimes.com/2019/01/04/world/middleeast/khashoggi-murder-pompeo-saudi-arabia.html,Pompeo Plans to Press Saudi Leaders Over Killing of Jamal Khashoggi,"Mr. Khashoggi’s case underscores the complexities of Secretary of State Mike Pompeo’s coming visit to eight Arab nations in the Middle East, where he will discuss strategies to contain Iran.",841,The New York Times,News,2019-01-04,136
https://www.nytimes.com/2019/01/04/opinion/spring-winter-seasons-birds.html,Spring Is Coming,"Amid gray days and long nights, the season is hidden in plain sight.",856,The New York Times,Op-Ed,2019-01-05,137
https://www.nytimes.com/2019/01/04/your-money/pet-insurance-policies.html,More Pet Insurance Policies Are Being Sold. But Are They Worth the Cost?,Consumer advocates say pet owners should bring a healthy skepticism when shopping for insurance.,1102,The New York Times,News,2019-01-04,138
https://www.nytimes.com/2019/01/04/world/asia/phillipines-duterte-mayor-killed.html,Philippine Police Kill Ex-Mayor Accused of Drug Crimes by Duterte,"Talib Abo, who had a long history of conflict with President Rodrigo Duterte, and his brother were killed in separate police raids early Friday, the authorities said.",671,The New York Times,News,2019-01-04,139
https://www.nytimes.com/2019/01/04/us/politics/house-democrats-ethics-voting-rights.html,"Aiming at Trump, Democrats Lay Out Agenda for a Post-Shutdown Congress","House Democrats detailed an ambitious bill — including changes to ethics, campaign finance and voting laws — on Friday. But the ongoing the shutdown deflected attention.",1182,The New York Times,News,2019-01-04,140
https://www.nytimes.com/2019/01/01/well/move/how-to-get-stronger-in-the-new-year.html,How to Get Stronger in the New Year,"Six ways to build muscle, even if you don’t have much time to work out.",671,The New York Times,News,2019-01-01,141
https://www.nytimes.com/reuters/2019/01/01/sports/cricket/01reuters-cricket-test-zaf-pak.html,Pakistan Look to Fix Batting Woes Against Hostile South Africa,Pakistan's struggling batsmen must find a way to handle South Africa's potent pace attack if they are to claw their way back into the three-match series in the second test that starts on what is likely to be a lively Newlands wicket on Thursday.,571,Reuters,News,2019-01-01,142
